Name,Price,Price / KG,URL
The Happy Snack Company Roasted Fava Beans Red Pepper & Chilli 6 pack,4.8,$3.20 / 100G,https://www.woolworths.com.au/shop/productdetails/464456
Woolworths 85% Belgian Dark Chocolate 100g,4.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/935634
Crunch Milk Chocolate Block 170g,4.9,$2.88 / 100G,https://www.woolworths.com.au/shop/productdetails/359068
Darrell Lea Double Choc Brownie Milk Chocolate Block 160g,3.5,$2.19 / 100G,https://www.woolworths.com.au/shop/productdetails/913210
Eclipse Grape Sugar Free Mints Tin 40g,3.5,$8.75 / 100G,https://www.woolworths.com.au/shop/productdetails/231985
Extra White Soft Chew Spearmint Sugar Free Chewing Gum 67g,5.0,$7.46 / 100G,https://www.woolworths.com.au/shop/productdetails/822759
Sakata Rice Puff Crisps Sweet & Salty 73g,2.1,$2.88 / 100G,https://www.woolworths.com.au/shop/productdetails/6034105
Cadbury Dairy Milk Black Forest Chocolate Block 110g,3.5,$3.18 / 100G,https://www.woolworths.com.au/shop/productdetails/6006958
KitKat Cookie Dough Milk Chocolate Block 170g,4.9,$2.88 / 100G,https://www.woolworths.com.au/shop/productdetails/415327
Peppa Pig Sultanas Yoghurt Coated 30g x 6 pack,4.9,$27.22 / 1KG,https://www.woolworths.com.au/shop/productdetails/446239
Doritos Corn Chips Loadables Lightly Salted 255g,3.1,$1.22 / 100G,https://www.woolworths.com.au/shop/productdetails/6030132
Lolly Gobble Popcorn Bag Caramel Nut 175g,2.7,$1.54 / 100G,https://www.woolworths.com.au/shop/productdetails/225188
Poppin Triple Butter Microwave Popcorn Mini-Size Snack Bags 300g,5.5,$1.83 / 100G,https://www.woolworths.com.au/shop/productdetails/6001607
Loacker Quadratini Wafers Vanilla 125g,2.0,$1.60 / 100G,https://www.woolworths.com.au/shop/productdetails/211296
Cadbury Moro Caramel Max Chocolate Bar 50g,1.5,$3.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6027802
Kettle Crafted Collection Applewood Smoked Butter & Salt Chips 150g,6.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/917984
Macro Organic Trail Mix 250g,7.0,$28.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/763844
Sunrice Brown Rice Chips Sea Salt 150g,2.75,$1.83 / 100G,https://www.woolworths.com.au/shop/productdetails/87868
Life Savers Duos Gummy Rings 170g,,,https://www.woolworths.com.au/shop/productdetails/6035178
Smith's Crinkle Clasic Tasty Cheese 150g,2.5,$1.67 / 100G,https://www.woolworths.com.au/shop/productdetails/6022275
Twisties Zooper Dooper Snacks Fairy Floss 250g,4.0,$1.60 / 100G,https://www.woolworths.com.au/shop/productdetails/6037081
Woolworths Thin & Crispy Rice Crackers Original 6 pack,3.2,$2.67 / 100G,https://www.woolworths.com.au/shop/productdetails/512416
Arnotts Gluten Free Cookies & Cream Biscuits 120g,5.5,$4.58 / 100G,https://www.woolworths.com.au/shop/productdetails/6002460
Darrell Lea Milk Chocolate BB's Orange Crunch 152g,6.0,$3.95 / 100G,https://www.woolworths.com.au/shop/productdetails/6005948
Jila No Sugar Mints 34g,2.3,$6.76 / 100G,https://www.woolworths.com.au/shop/productdetails/319786
Tic Tac Peppermint 49g,3.2,$6.53 / 100G,https://www.woolworths.com.au/shop/productdetails/311980
Haribo Balla Bites Share Size 200g,3.5,$1.75 / 100G,https://www.woolworths.com.au/shop/productdetails/6035915
Real Foods Corn Thins Minis Sour Cream & Chives 80g,1.95,$2.44 / 100G,https://www.woolworths.com.au/shop/productdetails/182919
Sakata Rice Puff Crisps Cheese 73g,2.1,$2.88 / 100G,https://www.woolworths.com.au/shop/productdetails/6034186
BC Snacks Chocolate Brownie Espresso Energy Bar 40g,3.2,$8.00 / 100G,https://www.woolworths.com.au/shop/productdetails/148910
Cadbury Dream White Chocolate Balls 127g,7.0,$5.51 / 100G,https://www.woolworths.com.au/shop/productdetails/6041238
The Natural Chip Co Sea Salt & Vinegar 175g,5.0,$2.86 / 100G,https://www.woolworths.com.au/shop/productdetails/756795
Woolworths Peanut Cookies 175g,2.25,$1.29 / 100G,https://www.woolworths.com.au/shop/productdetails/14165
Kinder Surprise Milk Chocolate Egg with Natoons Toy 3 pack,6.8,$11.33 / 100G,https://www.woolworths.com.au/shop/productdetails/69021
Sunbites Wholegrain Chips Share Pack Onion & Balsamic 170g,2.5,$1.47 / 100G,https://www.woolworths.com.au/shop/productdetails/140897
Thins Potato Chips Margherita Pizza 150g,5.0,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/6032462
Woolworths Australian Beef Smokey Biltong 45g,3.8,$84.44 / 1KG,https://www.woolworths.com.au/shop/productdetails/84762
Cadbury Crunchie Chunks 130g,7.0,$5.38 / 100G,https://www.woolworths.com.au/shop/productdetails/6021257
In A Biskit Drumstix Crackers Multipack 168g,5.0,$2.98 / 100G,https://www.woolworths.com.au/shop/productdetails/259490
Cadbury Classic Choc Chip Cookies 156g,5.5,$3.53 / 100G,https://www.woolworths.com.au/shop/productdetails/653431
The Happy Snack Company Roasted Chickpeas Lightly Salted 200g,4.8,$2.40 / 100G,https://www.woolworths.com.au/shop/productdetails/932509
M&M's Milk Chocolate Brownie Share Bag 130g,3.5,$2.69 / 100G,https://www.woolworths.com.au/shop/productdetails/193709
Cadbury Dairy Milk Breakaway Chocolate Block 180g,8.0,$4.44 / 100G,https://www.woolworths.com.au/shop/productdetails/158361
Cadbury Dairy Milk Strawberry Bites Chocolate Snack & Share 142g,7.0,$4.93 / 100G,https://www.woolworths.com.au/shop/productdetails/252018
Cadbury Milk Chocolate Coated Peanuts Peanuts 300g,13.0,$4.33 / 100G,https://www.woolworths.com.au/shop/productdetails/162020
Lindt Lindor Tiramisu Chocolate Pouch 123g,13.0,$10.57 / 100G,https://www.woolworths.com.au/shop/productdetails/6031082
The Natural Confectionery Co. Gummy Bears 180g,5.0,$2.78 / 100G,https://www.woolworths.com.au/shop/productdetails/6031443
Thins Onion Rings Original Roast Onion 85g,2.5,$2.94 / 100G,https://www.woolworths.com.au/shop/productdetails/470922
LA Spearmint Sugar Free Chewing Gum Bottle 60g,4.0,$6.67 / 100G,https://www.woolworths.com.au/shop/productdetails/386001
The Natural Chip Co Share Pack Honey Soy Chicken 175g,5.0,$2.86 / 100G,https://www.woolworths.com.au/shop/productdetails/756813
Extra Strawberry Sugar Free Chewing Gum 14pc 27g,2.0,$7.41 / 100G,https://www.woolworths.com.au/shop/productdetails/298888
KitKat Milkybar White Chocolate Block 160g,4.9,$3.06 / 100G,https://www.woolworths.com.au/shop/productdetails/273964
Orion Turtle Chips Flaming Mala 160g,6.5,$4.06 / 100G,https://www.woolworths.com.au/shop/productdetails/195184
Cadbury Dairy Milk Slices Sticky Toffee Chocolate Block 178g,8.0,$4.49 / 100G,https://www.woolworths.com.au/shop/productdetails/6010617
Lindt Lindor Milk Chocolate Bag 125g,13.0,$10.40 / 100G,https://www.woolworths.com.au/shop/productdetails/249701
Pringles Korean Sweet Crispy Chicken Potato Chips 118g,3.5,$2.97 / 100G,https://www.woolworths.com.au/shop/productdetails/6030179
Red Rock Deli The Deli Selection Crackers Sea Salt 130g,2.5,$1.92 / 100G,https://www.woolworths.com.au/shop/productdetails/972450
Kinder Surprise Chocolate Egg Pink 20g,2.8,$14.00 / 100G,https://www.woolworths.com.au/shop/productdetails/10587
Olina's Bakehouse Wafer Crackers Natural 100g,2.5,$2.50 / 100G,https://www.woolworths.com.au/shop/productdetails/941151
Pringles Zesty Chilli & Lime Flavour Stacked Potato Chips 5 Pack 118g,3.5,$2.97 / 100G,https://www.woolworths.com.au/shop/productdetails/918722
Loacker Quadratini Chocolate 125g,2.0,$1.60 / 100G,https://www.woolworths.com.au/shop/productdetails/265955
Ritz Black Pepper Crackers 227g,3.5,$1.54 / 100G,https://www.woolworths.com.au/shop/productdetails/260635
Smith's Crackers Cheddar Cheese 160g,4.0,$2.50 / 100G,https://www.woolworths.com.au/shop/productdetails/6034140
Terry's Chocolate Orange 145g,9.0,$6.21 / 100G,https://www.woolworths.com.au/shop/productdetails/6030293
Woolworths Pecans Halves 400g,12.0,$30.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/347076
Milkybar Cookies & Cream White Choc Block 170g,4.9,$2.88 / 100G,https://www.woolworths.com.au/shop/productdetails/359069
OB Finest Gluten Free Speciality Crackers Fig & Pistachio 130g,5.0,$3.85 / 100G,https://www.woolworths.com.au/shop/productdetails/60276
Bhuja Original Mix 150g,4.5,$3.00 / 100G,https://www.woolworths.com.au/shop/productdetails/202639
Lindt Lindor Hazelnut Milk Chocolate Block 100g,4.25,$4.25 / 100G,https://www.woolworths.com.au/shop/productdetails/566949
The Natural Confectionery Co. Jellies Babies Lollies 220g,5.0,$2.27 / 100G,https://www.woolworths.com.au/shop/productdetails/914266
Cadbury Milk Chocolate Coated Sultanas Sultanas 340g,13.0,$3.82 / 100G,https://www.woolworths.com.au/shop/productdetails/162034
Kinder Surprise Chocolate Egg Blue 20g,2.8,$14.00 / 100G,https://www.woolworths.com.au/shop/productdetails/573137
Lindt No Sugar Added Dark Chocolate Block 100g,8.0,$8.00 / 100G,https://www.woolworths.com.au/shop/productdetails/680448
Toblerone Crunchy Almond Milk Chocolate Bar 360g,20.0,$5.56 / 100G,https://www.woolworths.com.au/shop/productdetails/290547
Anticol Throat Lozenge 3 pack,6.5,$0.22 / 1EA,https://www.woolworths.com.au/shop/productdetails/2955
Kurrajong Kitchen Lavosh Snack Twin Pack 100g,3.5,$3.50 / 100G,https://www.woolworths.com.au/shop/productdetails/578418
Violet Crumble Chocolate Share Bag 280g,7.0,$2.50 / 100G,https://www.woolworths.com.au/shop/productdetails/335578
Cadbury Dairy Milk Fruit & Nut Chocolate Block 110g,3.5,$3.18 / 100G,https://www.woolworths.com.au/shop/productdetails/6006959
Macro Almonds Tamari 500g,20.3,$40.60 / 1KG,https://www.woolworths.com.au/shop/productdetails/355136
Raffaello Coconut & Almond Gift Box Ballotin 230g,18.0,$7.83 / 100G,https://www.woolworths.com.au/shop/productdetails/788702
Red Rock Deli Potato Chips Sea Salt Natural 20g,1.0,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/307672
Sunbeam Sultanas & Cranberry 6 pack,4.25,$18.16 / 1KG,https://www.woolworths.com.au/shop/productdetails/773764
Tic Tac Orange 24g,1.95,$8.13 / 100G,https://www.woolworths.com.au/shop/productdetails/258034
5Gum Watermelon Burst Sugar Free Gum 3pk 96g,5.5,$5.73 / 100G,https://www.woolworths.com.au/shop/productdetails/142977
Life Savers Fruit Pastilles 34g,1.25,$3.68 / 100G,https://www.woolworths.com.au/shop/productdetails/364924
Olina's Bakehouse Artisan Crackers Garlic & Thyme 90g,5.0,$5.56 / 100G,https://www.woolworths.com.au/shop/productdetails/944474
M&M's Peanut Milk Chocolate GrabnGo Snack Bag 90g,3.5,$3.89 / 100G,https://www.woolworths.com.au/shop/productdetails/6010780
Calbee Harvest Snaps Baked Pea Crisps Supreme Cheese Flavour 120g,4.0,$33.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/6002964
Mentos Chews Feeling Berry Good 37.5g,1.6,$4.27 / 100G,https://www.woolworths.com.au/shop/productdetails/6038718
OB Finest Activated Charcoal Wafer Crackers 100g,3.5,$3.50 / 100G,https://www.woolworths.com.au/shop/productdetails/669012
Red Rock Deli Biscuit Crackers Platter Pack Garlic & Herbs 115g,5.0,$4.35 / 100G,https://www.woolworths.com.au/shop/productdetails/546017
Darrell Lea Liqourice Twist Milk Chocolate Raspberry 200g,6.0,$3.00 / 100G,https://www.woolworths.com.au/shop/productdetails/815732
Skittles Giants Fruits Lollies 132g,3.0,$2.27 / 100G,https://www.woolworths.com.au/shop/productdetails/938968
Cadbury Marvellous Creations Rocky Road Chocolate Block 190g,8.0,$4.21 / 100G,https://www.woolworths.com.au/shop/productdetails/231381
Europe Summer Roll Mini Bars Sharepack 11 pack,4.0,$2.60 / 100G,https://www.woolworths.com.au/shop/productdetails/6037706
Health Lab Aussie Lamington Jam Filled Chocolate Coated Balls 5 pack,12.75,$6.38 / 100G,https://www.woolworths.com.au/shop/productdetails/148149
Poppin Ready To Eat Popcorn Mars 110g,5.5,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6029827
Trolli Treasure Island Multimix 500g,10.0,$2.00 / 100G,https://www.woolworths.com.au/shop/productdetails/229480
Woolworths Free From Gluten Double Choc Biscuit 160g,4.2,$2.63 / 100G,https://www.woolworths.com.au/shop/productdetails/771480
Woolworths Milk Chocolate Digestives 300g,3.3,$1.10 / 100G,https://www.woolworths.com.au/shop/productdetails/901471
Extra Raspberry & Lime Sugar Free Chewing Gum 27g,2.0,$7.41 / 100G,https://www.woolworths.com.au/shop/productdetails/911603
Kettle Ridge Cut Potato Chips European Sour Cream & Chives 165g,6.0,$3.64 / 100G,https://www.woolworths.com.au/shop/productdetails/6032516
LA Peppermint Sugar Free Chewing Gum Bottle 60g,4.0,$6.67 / 100G,https://www.woolworths.com.au/shop/productdetails/385110
Sunrice Protein Chips Sour Cream and Chives 50g,5.0,$10.00 / 100G,https://www.woolworths.com.au/shop/productdetails/390878
Cadbury Old Gold Baileys Dark Chocolate Block 180g,4.0,$2.22 / 100G,https://www.woolworths.com.au/shop/productdetails/588900
Soothers Butter Menthol Throat Gummies 70g,3.0,$4.29 / 100G,https://www.woolworths.com.au/shop/productdetails/6021951
Nestle Aero Inspired By Milky Bar Chocolate Block 118g,4.9,$4.15 / 100G,https://www.woolworths.com.au/shop/productdetails/613385
Soothers Butter Menthol Throat Lozenge 10 pack,2.75,$0.28 / 1EA,https://www.woolworths.com.au/shop/productdetails/49212
Woolworths Salted Macadamias 200g,10.5,$52.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/229174
Smith's Crackers Barbecue 160g,4.0,$2.50 / 100G,https://www.woolworths.com.au/shop/productdetails/6033952
Bhuja Beer Mix 160g,4.5,$2.81 / 100G,https://www.woolworths.com.au/shop/productdetails/969732
Cadbury Twirl Four Pack Milk Chocolate Bar 58g,3.5,$6.03 / 100G,https://www.woolworths.com.au/shop/productdetails/46053
Eclipse Peppermint Chewy Mints Bottle 93g,4.5,$4.84 / 100G,https://www.woolworths.com.au/shop/productdetails/581349
Loacker Wafers Pasticceria Noisette 100g,3.0,$3.00 / 100G,https://www.woolworths.com.au/shop/productdetails/214435
Olina's Bakehouse Gluten Free Fig & Almond Crackers 100g,5.0,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/180801
Woolworths Choccy Slams Biscuits 200g,3.0,$1.50 / 100G,https://www.woolworths.com.au/shop/productdetails/545457
Woolworths Slithering Snakes 500g,3.85,$0.77 / 100G,https://www.woolworths.com.au/shop/productdetails/275376
Mentos Mints Spearmint 3 pack,3.45,$3.07 / 100G,https://www.woolworths.com.au/shop/productdetails/742784
Mr Beast Feastables Milk Chocolate Crunch Bar 60g,4.0,$6.67 / 100G,https://www.woolworths.com.au/shop/productdetails/326752
Woolworths Almond Nut Kernels Roasted & Salted 750g,21.0,$28.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/637614
Bhuja Nut Mix 140g,4.5,$3.21 / 100G,https://www.woolworths.com.au/shop/productdetails/113612
Cadbury Choc Centre Cookies 156g,,,https://www.woolworths.com.au/shop/productdetails/653420
Cadbury Milk Chocolate Coated Fruit & Nut 310g,13.0,$4.19 / 100G,https://www.woolworths.com.au/shop/productdetails/162035
Extra Intense Mint Sugar Free Chewing Gum 64g,5.0,$7.81 / 100G,https://www.woolworths.com.au/shop/productdetails/203498
M&M's Milk Chocolate GrabnGo Snack Bag 100g,3.5,$3.50 / 100G,https://www.woolworths.com.au/shop/productdetails/6010754
Jila No Sugar Mints Spearmint 34g,2.3,$6.76 / 100G,https://www.woolworths.com.au/shop/productdetails/319787
Lindt Dubai Style Chocolate Block 145g,,,https://www.woolworths.com.au/shop/productdetails/6033184
M&M's Mix Ups Milk Chocolate Snack & Share Bag 335g,8.0,$2.39 / 100G,https://www.woolworths.com.au/shop/productdetails/105157
Swizzels Originals Fizzers 120g,4.0,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/387135
Darrell Lea Allsorts Raspberry 220g,5.5,$2.50 / 100G,https://www.woolworths.com.au/shop/productdetails/334142
Smith's Crackers Sour Cream & Onion 160g,4.0,$2.50 / 100G,https://www.woolworths.com.au/shop/productdetails/6034091
The Natural Confectionery Co. Smoothie Chews Lollies 180g,5.0,$2.78 / 100G,https://www.woolworths.com.au/shop/productdetails/233004
Woolworths Cashews Roasted 400g,12.35,$30.88 / 1KG,https://www.woolworths.com.au/shop/productdetails/804454
Wrigley's Juicy Fruit Chewing Gum 4 pack,4.0,$7.14 / 100G,https://www.woolworths.com.au/shop/productdetails/918907
Sun Rice Protein Chips Honey Soy Flavour 50g,5.0,$10.00 / 100G,https://www.woolworths.com.au/shop/productdetails/972674
Cadbury Dairy Milk Hazelnut Chocolate Bites Snack & Share Bag 130g,7.0,$5.38 / 100G,https://www.woolworths.com.au/shop/productdetails/254449
Cadbury Fingers Milk Chocolate Biscuits 114g,5.5,$4.82 / 100G,https://www.woolworths.com.au/shop/productdetails/637690
Guylian Chocolate Seashells 250g,29.0,$11.60 / 100G,https://www.woolworths.com.au/shop/productdetails/231598
Ritz Breakz Classic Crackers 250g,3.3,$1.32 / 100G,https://www.woolworths.com.au/shop/productdetails/57563
The Lady Bar Diet High Protein Low Sugar Chunky Choc High Fibre 50g,3.15,$6.30 / 100G,https://www.woolworths.com.au/shop/productdetails/255314
Whittaker's Creamy Milk Hokey Pokey Crunch Chocolate Bar 250g,8.5,$3.40 / 100G,https://www.woolworths.com.au/shop/productdetails/155492
Sour Patch Kids Layers Lollies 190g,5.0,$2.63 / 100G,https://www.woolworths.com.au/shop/productdetails/68550
Popcorners Popcorn Chips Share Pack Sweet Chilli 130g,4.8,$3.69 / 100G,https://www.woolworths.com.au/shop/productdetails/914334
Angas Park Fuji Apple Wedges 200g,6.0,$30.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/235896
Corinthians Flavoured Cream Wafers Coconut Cream 100g,2.8,$2.80 / 100G,https://www.woolworths.com.au/shop/productdetails/6023535
Darrell Lea Twists Dark Chocolate Liquorice 200g,6.0,$3.00 / 100G,https://www.woolworths.com.au/shop/productdetails/815731
KitKat Milo Milk Chocolate Block 165g,4.9,$2.97 / 100G,https://www.woolworths.com.au/shop/productdetails/229181
Corinthians Flavoured Cream Wafers Chocolate Style 50g,2.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/310218
Corn Harvest Corn Chips & Salsa Cheese 100g,3.9,$3.90 / 100G,https://www.woolworths.com.au/shop/productdetails/6034075
Pringles Chipotle Sour Cream Flavour Stacked Potato Chips 118g,3.5,$2.97 / 100G,https://www.woolworths.com.au/shop/productdetails/322704
Cadbury Marvellous Creations Cola Fizz Chocolate Bar 50g,1.5,$3.00 / 100G,https://www.woolworths.com.au/shop/productdetails/53812
KitKat Cookie Crush Mini Chocolate Bars 11 Pack 154g,7.5,$4.87 / 100G,https://www.woolworths.com.au/shop/productdetails/6005927
Mentos Feeling Berry Good Share Bag 150g,,,https://www.woolworths.com.au/shop/productdetails/6036301
Simply Sea Salt & Cracked Pepper 25% Less Fat Potato Chips 120g,4.8,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/234063
Tic Tac Fruit Adventure 24g,1.95,$8.13 / 100G,https://www.woolworths.com.au/shop/productdetails/754039
Arnotts Flatbread Dippers Parmesan & Basil Crackers 130g,3.5,$2.69 / 100G,https://www.woolworths.com.au/shop/productdetails/205523
Cadbury Dairy Milk Freddo Frogs Crunchie Chocolate Sharepack 12 pack,4.0,$2.78 / 100G,https://www.woolworths.com.au/shop/productdetails/6035008
Darrell Lea Milk Chocolate BB's Minty Crunch 152g,6.0,$3.95 / 100G,https://www.woolworths.com.au/shop/productdetails/6006653
EL RUSTICO Deli Style Potato Chips Salt & Vinegar 150g,3.0,$2.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6005408
KitKat Tasmanian Mint Dark Chocolate Block 160g,4.9,$3.06 / 100G,https://www.woolworths.com.au/shop/productdetails/363775
Maretti Bruschette Roasted Garlic 150g,3.0,$2.00 / 100G,https://www.woolworths.com.au/shop/productdetails/800481
Ritz Mini Crackers Sour Cream & Onion Flavour 155g,4.0,$2.58 / 100G,https://www.woolworths.com.au/shop/productdetails/439121
Sunrice Protein Chips Barbeque Flavour 50g,5.0,$10.00 / 100G,https://www.woolworths.com.au/shop/productdetails/392062
Arnotts Sourdough Crisps Cheddar & Roast Garlic Crackers 150g,3.5,$2.33 / 100G,https://www.woolworths.com.au/shop/productdetails/204700
Sunrice Mini Bites Cheese Multipack Kids Lunchbox Snacks 6 pack,5.0,$4.17 / 100G,https://www.woolworths.com.au/shop/productdetails/290780
Vege Chips Chicken Style 100g,2.45,$2.45 / 100G,https://www.woolworths.com.au/shop/productdetails/793382
Byron Beef Jerky Chargrill 40g,5.75,$143.75 / 1KG,https://www.woolworths.com.au/shop/productdetails/662379
Cadbury Old Gold Dark Chocolate Block Jamaica Rum N Raisin 315g,8.5,$2.70 / 100G,https://www.woolworths.com.au/shop/productdetails/153341
Fantastic Delites Honey Baked Ham 100g,1.95,$1.95 / 100G,https://www.woolworths.com.au/shop/productdetails/791892
Arnotts Cracker Chips Honey Soy Chicken 150g,3.5,$2.33 / 100G,https://www.woolworths.com.au/shop/productdetails/855455
Health Lab Holy Hazelnut Nut Butter Filled Balls 200g,12.75,$6.38 / 100G,https://www.woolworths.com.au/shop/productdetails/114173
Lindt Excellence Vanilla Dark Chocolate Block 100g,8.5,$8.50 / 100G,https://www.woolworths.com.au/shop/productdetails/6006783
Mr Beast Feastables Peanut Butter Chocolate Bar 60g,4.0,$6.67 / 100G,https://www.woolworths.com.au/shop/productdetails/326743
Tasti Smooshed Wholefood Balls Cacao Brownie 69g,3.5,$5.07 / 100G,https://www.woolworths.com.au/shop/productdetails/65162
The Natural Confectionery Co. 50% Less Sugar Lollies Snakes 130g,5.0,$3.85 / 100G,https://www.woolworths.com.au/shop/productdetails/908449
Red Rock Deli The Deli Selection Crackers Sea Salt & Rosemary 130g,2.5,$1.92 / 100G,https://www.woolworths.com.au/shop/productdetails/972488
The Natural Confectionery Co. Juicy Bursts Strawberry & Raspberry 150g,5.0,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/6022769
Woolworths BBQ Flavoured Rice Wheels 140g,4.0,$28.57 / 1KG,https://www.woolworths.com.au/shop/productdetails/880928
Haribo Balla Stixx Strawberry 200g,3.5,$1.75 / 100G,https://www.woolworths.com.au/shop/productdetails/526382
Tic Tac Strawberry & Cream 24g,1.95,$8.13 / 100G,https://www.woolworths.com.au/shop/productdetails/63805
Whittaker's Block Creamy Caramel 33% Cocoa 250g,8.5,$3.40 / 100G,https://www.woolworths.com.au/shop/productdetails/289288
Byron Bay Caramelised Apple Pie Cookie Bites 100g,4.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6038748
Extra Peppermint Sugar Free Chewing Gum Multipack 4 pack,5.0,$8.93 / 100G,https://www.woolworths.com.au/shop/productdetails/442694
Orgran Gluten Free Wafer Crackers Quinoa 100g,4.2,$4.20 / 100G,https://www.woolworths.com.au/shop/productdetails/466173
Byron Bay Cookies Banoffee Pie Cookie Bites 100g,4.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6016182
Calbee Hooleys Waves Mild Barbecue Flavour 95g,4.0,$4.21 / 100G,https://www.woolworths.com.au/shop/productdetails/915481
Corinthians Flavoured Cream Wafers Butter Toffee 100g,2.8,$2.80 / 100G,https://www.woolworths.com.au/shop/productdetails/6023529
Darrell Lea Liquorice Allsorts Share Bag 470g,6.5,$1.38 / 100G,https://www.woolworths.com.au/shop/productdetails/234224
Toblerone Orange Twist Chocolate Bar Milk Chocolate Bar 360g,20.0,$5.56 / 100G,https://www.woolworths.com.au/shop/productdetails/210508
Cadbury Milk Chocolate Coated Hazelnuts 280g,13.0,$4.64 / 100G,https://www.woolworths.com.au/shop/productdetails/162033
Health Lab Whyte Cara More Caramel Filled Ball 40g,2.5,$6.25 / 100G,https://www.woolworths.com.au/shop/productdetails/182031
Kez's Kitchen Kitchen Gluten Free Choc Peanut Florentines 185g,7.9,$4.27 / 100G,https://www.woolworths.com.au/shop/productdetails/162952
Whittaker's Block Hazelnut 200g,8.5,$4.25 / 100G,https://www.woolworths.com.au/shop/productdetails/751345
Poppin Ready To Eat Popcorn Snickers 110g,5.5,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6030379
Robern Apricot Balls 200g,3.9,$19.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/241100
Sakata Rice Puff Crisps Teriyaki 73g,2.1,$2.88 / 100G,https://www.woolworths.com.au/shop/productdetails/6033956
Trolli Sour Watermelon Slices 1kg,12.0,$1.20 / 100G,https://www.woolworths.com.au/shop/productdetails/225473
Cobs Drizzl'd Popcorn Double Chocolate 118g,2.25,$1.91 / 100G,https://www.woolworths.com.au/shop/productdetails/6031336
Kez's Kitchen Kitchen Gluten Free Lemon Cream Melting Moments 190g,7.9,$4.16 / 100G,https://www.woolworths.com.au/shop/productdetails/378654
KitKat Gooey Caramel Milk Chocolate Block 170g,4.9,$2.88 / 100G,https://www.woolworths.com.au/shop/productdetails/317817
Cadbury Dream Oreo White Chocolate Block 170g,8.0,$4.71 / 100G,https://www.woolworths.com.au/shop/productdetails/254667
Go Natural Savoury Bars Almond Cashews 45g,2.0,$4.44 / 100G,https://www.woolworths.com.au/shop/productdetails/68189
Allen's Jaffas Family Size 300g,8.0,$2.67 / 100G,https://www.woolworths.com.au/shop/productdetails/613465
Haribo Starmix Sharepack 200g,4.0,$2.00 / 100G,https://www.woolworths.com.au/shop/productdetails/487983
Jammie Dodgers Raspberry Biscuits 140g,3.0,$2.14 / 100G,https://www.woolworths.com.au/shop/productdetails/6013231
Red Rock Deli Biscuit Crackers Share Pack Honey Soy & Chicken 135g,5.0,$3.70 / 100G,https://www.woolworths.com.au/shop/productdetails/139094
Cadbury Caramilk Marvellous Creations Chocolate Block 190g,8.0,$4.21 / 100G,https://www.woolworths.com.au/shop/productdetails/231570
Darrell Lea Double Peanut Milk Chocolate Block 170g,3.5,$2.06 / 100G,https://www.woolworths.com.au/shop/productdetails/6039163
Lindt Lindor 70% Cocoa Dark Chocolate Bag 123g,13.0,$10.57 / 100G,https://www.woolworths.com.au/shop/productdetails/676647
Nobby's Peanuts 45g,2.0,$44.44 / 1KG,https://www.woolworths.com.au/shop/productdetails/179716
Sunbites Wholegrain Chips Share Pack Cheddar 170g,2.5,$1.47 / 100G,https://www.woolworths.com.au/shop/productdetails/201812
Temole Cauliflower Puffs Sea Salt 56g,5.0,$8.93 / 100G,https://www.woolworths.com.au/shop/productdetails/151280
Woolworths Banana Chips Snack 400g,7.25,$18.13 / 1KG,https://www.woolworths.com.au/shop/productdetails/613921
Extra White Spearmint Sugar Free Chewing Gum Bottle 64g,5.0,$7.81 / 100G,https://www.woolworths.com.au/shop/productdetails/131763
JC's Sesh Snacks Nippers Sweet Salty Nut Mix 130g,3.6,$27.69 / 1KG,https://www.woolworths.com.au/shop/productdetails/6004813
Mr Beast Feastables Dark Chocolate Bar 60g,4.0,$6.67 / 100G,https://www.woolworths.com.au/shop/productdetails/322586
Olina's Bakehouse Artisan Crackers Chilli Garlic & Cashew 100g,5.0,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6010973
Woolworths 12 Apple Sliced Cookies 225g,3.5,$1.56 / 100G,https://www.woolworths.com.au/shop/productdetails/554621
Always Fresh Crustini Olive & Sea Salt 120g,4.0,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/260123
